Date,AMZN,GOOGL,AAPL,LLY,MSFT,FB,BRK-B,FCX,GS,MSCI
2019-08-07,1793.4000239999998,1175.910034,49.759997999999996,111.120003,135.279999,185.149994,198.21000700000002,10.08,205.740005,217.17999300000002
2019-08-08,1832.890015,1206.189941,50.857498,113.970001,138.889999,190.16000400000001,200.520004,10.12,207.0,225.47000099999997
2019-08-09,1807.5799559999998,1188.900024,50.247501,113.769997,137.71000700000002,187.850006,199.050003,9.75,206.899994,224.05000299999998
2019-08-12,1784.9200440000002,1174.5,50.119999,113.599998,135.78999299999998,185.369995,197.179993,9.52,201.520004,219.960007
2019-08-13,1824.339966,1196.72998,52.2425,115.699997,138.600006,188.449997,198.779999,9.89,204.110001,226.309998
2019-08-14,1762.959961,1164.25,50.6875,110.290001,133.979996,179.71000700000002,195.809998,9.36,195.559998,218.899994
2019-08-15,1776.119995,1169.319946,50.435001,110.230003,133.679993,182.58999599999999,198.309998,8.99,196.179993,222.16000400000001
2019-08-16,1792.569946,1179.209961,51.625,110.519997,136.130005,183.699997,199.720001,9.1,199.419998,226.229996
2019-08-19,1816.119995,1200.439941,52.587502,112.529999,138.41000400000001,186.169998,200.940002,9.25,202.199997,230.309998
2019-08-20,1801.380005,1183.530029,52.59,111.010002,137.259995,183.809998,198.149994,9.19,199.979996,231.5
2019-08-21,1823.540039,1191.579956,53.16,111.459999,138.78999299999998,183.550003,199.240005,9.14,200.679993,235.02999900000003
2019-08-22,1804.660034,1191.52002,53.115002000000004,111.610001,137.779999,182.03999299999998,201.009995,9.13,202.419998,236.0
2019-08-23,1749.619995,1153.579956,50.66,109.510002,133.389999,177.75,197.16000400000001,8.83,196.199997,233.0
2019-08-26,1768.869995,1171.180054,51.622501,111.779999,135.449997,180.360001,200.199997,8.84,199.649994,231.63999900000002
2019-08-27,1761.8299559999998,1170.819946,51.040001000000004,110.730003,135.740005,181.300003,198.350006,8.71,198.070007,231.229996
2019-08-28,1764.25,1173.75,51.3825,110.970001,135.559998,181.759995,200.449997,8.95,200.419998,231.729996
2019-08-29,1786.4000239999998,1194.23999,52.252499,112.25,138.119995,185.570007,203.199997,9.12,203.440002,235.61000099999998
2019-08-30,1776.290039,1190.530029,52.185001,112.970001,137.860001,185.669998,203.41000400000001,9.19,203.91000400000001,234.63000499999998
2019-09-03,1789.839966,1169.550049,51.424999,113.959999,136.03999299999998,182.389999,200.899994,9.07,198.970001,233.49000499999997
2019-09-04,1800.619995,1182.27002,52.297501000000004,113.25,137.630005,187.139999,202.190002,9.29,201.729996,230.19999700000002
2019-09-05,1840.719971,1212.189941,53.32,114.599998,140.050003,190.899994,204.240005,9.53,207.050003,235.42999300000002
2019-09-06,1833.5100100000002,1206.319946,53.314999,114.050003,139.100006,187.490005,204.729996,9.42,207.21000700000002,241.270004
2019-09-09,1831.3499760000002,1205.27002,53.5425,111.07,137.520004,188.759995,206.619995,9.7,211.979996,237.50999500000003
2019-09-10,1820.550049,1205.699951,54.174999,111.099998,136.080002,186.169998,208.309998,10.12,215.63000499999998,228.42999300000002
2019-09-11,1822.9899899999998,1220.0,55.897498999999996,111.690002,136.119995,188.490005,210.91000400000001,10.08,216.80000299999998,226.710007
2019-09-12,1843.550049,1234.969971,55.772498999999996,111.470001,137.520004,187.470001,211.36999500000002,10.37,218.74000499999997,232.38999900000002
2019-09-13,1839.339966,1240.030029,54.6875,110.889999,137.320007,187.190002,213.61000099999998,10.76,219.899994,229.63999900000002
2019-09-16,1807.839966,1231.630005,54.974998,110.129997,136.330002,186.220001,210.330002,10.47,217.22000099999997,230.0
2019-09-17,1822.550049,1229.880005,55.174999,111.120003,137.389999,188.080002,210.149994,10.41,215.91000400000001,240.149994
2019-09-18,1817.459961,1232.650024,55.692501,112.720001,138.520004,188.139999,210.899994,10.36,217.080002,233.75
2019-09-19,1821.5,1238.75,55.240002000000004,114.349998,141.070007,190.139999,209.220001,10.45,215.229996,235.38999900000002
2019-09-20,1794.160034,1229.839966,54.432499,116.160004,139.440002,189.929993,208.119995,10.47,213.74000499999997,225.729996
2019-09-23,1785.300049,1234.689941,54.68,114.18,139.139999,186.820007,207.96000700000002,10.33,213.460007,225.960007
2019-09-24,1741.609985,1218.329956,54.419998,113.25,137.380005,181.279999,206.399994,10.01,207.75,225.61000099999998
2019-09-25,1768.3299559999998,1245.939941,55.2575,111.389999,139.360001,182.800003,208.110001,10.07,210.02999900000003,227.059998
2019-09-26,1739.839966,1242.290039,54.9725,111.82,139.53999299999998,180.110001,206.899994,9.8,208.220001,223.55000299999998
2019-09-27,1725.449951,1225.949951,54.705002,112.370003,137.729996,177.100006,207.449997,9.65,208.970001,215.88999900000002
2019-09-30,1735.910034,1221.140015,55.9925,111.83000200000001,139.029999,178.080002,208.020004,9.57,207.229996,217.75
2019-10-01,1735.6500239999998,1206.0,56.147498999999996,110.959999,137.070007,175.809998,206.71000700000002,9.17,202.690002,216.229996
2019-10-02,1713.22998,1177.920044,54.740002000000004,107.0,134.649994,174.600006,203.100006,8.87,198.25,212.69999700000002
2019-10-03,1724.4200440000002,1189.430054,55.205002,107.290001,136.279999,179.380005,204.979996,8.86,197.240005,217.83999599999999
2019-10-04,1739.6500239999998,1210.959961,56.752499,108.199997,138.119995,180.449997,208.080002,8.83,200.800003,221.00999500000003
2019-10-07,1732.660034,1208.25,56.764998999999996,107.83000200000001,137.119995,179.679993,207.240005,8.76,200.399994,220.789993
2019-10-08,1705.5100100000002,1190.130005,56.099998,107.190002,135.669998,177.75,204.08999599999999,8.51,197.369995,214.50999500000003
2019-10-09,1721.9899899999998,1202.400024,56.7575,107.300003,138.240005,179.850006,206.690002,8.55,196.850006,219.47000099999997
2019-10-10,1720.2600100000002,1209.469971,57.522498999999996,106.91999799999999,139.100006,180.029999,206.860001,8.96,199.869995,222.649994
2019-10-11,1731.9200440000002,1215.709961,59.052502000000004,108.360001,139.679993,184.190002,208.080002,9.55,204.679993,225.330002
2019-10-14,1736.430054,1217.77002,58.967499,107.900002,139.550003,183.279999,207.91000400000001,9.5,205.820007,225.11000099999998
2019-10-15,1767.380005,1242.23999,58.830002,109.699997,141.570007,188.889999,209.380005,9.52,206.46000700000002,227.080002
2019-10-16,1777.430054,1243.0,58.592499,107.949997,140.41000400000001,189.550003,209.28999299999998,9.5,207.419998,225.979996
2019-10-17,1787.47998,1252.800049,58.82,108.459999,139.690002,190.389999,208.619995,9.44,206.46000700000002,229.02999900000003
2019-10-18,1757.5100100000002,1244.410034,59.102501000000004,108.639999,137.41000400000001,185.850006,208.759995,9.58,206.520004,224.399994
2019-10-21,1785.660034,1244.280029,60.127499,107.910004,138.429993,189.759995,211.49000499999997,9.82,209.25,226.149994
2019-10-22,1765.72998,1241.199951,59.990002000000004,109.839996,136.369995,182.33999599999999,210.61999500000002,9.93,209.600006,216.38000499999998
2019-10-23,1762.1700440000002,1257.630005,60.794998,107.400002,137.240005,186.149994,210.960007,10.13,211.32000699999998,218.330002
2019-10-24,1780.780029,1259.109985,60.895,107.839996,139.940002,186.380005,210.25999500000003,9.59,211.05000299999998,222.580002
2019-10-25,1761.3299559999998,1264.300049,61.645,110.199997,140.729996,187.889999,211.80000299999998,10.14,214.229996,222.19999700000002
2019-10-28,1777.0799559999998,1288.97998,62.262501,112.989998,144.190002,189.399994,212.86000099999998,10.24,217.75,225.02999900000003
2019-10-29,1762.709961,1260.660034,60.822497999999996,111.66999799999999,142.830002,189.309998,213.00999500000003,10.23,217.63999900000002,228.07000699999998
2019-10-30,1779.9899899999998,1260.699951,60.814999,112.720001,144.610001,188.25,213.25,10.13,215.809998,229.13999900000002
2019-10-31,1776.660034,1258.800049,62.189999,113.949997,143.369995,191.649994,212.580002,9.82,213.38000499999998,234.559998
2019-11-01,1791.439941,1272.25,63.955002,112.510002,143.720001,193.619995,215.830002,10.52,217.38999900000002,245.91000400000001
2019-11-04,1804.660034,1289.609985,64.375,113.110001,144.550003,194.720001,217.979996,10.8,219.86999500000002,245.789993
2019-11-05,1801.709961,1291.439941,64.282501,111.25,144.46000700000002,194.320007,220.88000499999998,10.91,218.63999900000002,238.47000099999997
2019-11-06,1795.77002,1291.01001,64.309998,113.82,144.059998,191.550003,222.0,10.64,218.419998,241.27999900000003
2019-11-07,1788.199951,1306.939941,64.85749799999999,112.769997,144.259995,190.419998,222.74000499999997,11.27,223.289993,246.67999300000002
2019-11-08,1785.880005,1309.0,65.035004,113.529999,145.96000700000002,190.83999599999999,221.309998,11.52,222.91000400000001,245.0
2019-11-11,1771.6500239999998,1298.280029,65.550003,112.800003,146.110001,189.610001,220.850006,11.09,219.02999900000003,245.0
2019-11-12,1778.0,1297.209961,65.489998,113.16999799999999,147.070007,194.470001,220.88999900000002,11.04,220.41000400000001,246.17999300000002
